Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,AgeGroup
0,3,0,0.13294797687861273,5,2,0.09154270340242172,0,0.7,0,0
0,3,0,0.2711736617240513,0,0,0.014110458666029575,1,0.0,1,2
1,1,1,0.4722292033174164,0,0,0.15614960068643363,0,0.0,1,3
0,1,0,0.5601910027645137,1,0,0.16293234896625058,0,0.1,0,3
0,3,0,0.04498617743151546,3,2,0.05445717323939373,0,0.5,0,0
0,1,0,0.3465694898215632,0,0,0.05410739813385612,1,0.0,1,2
1,3,0,0.3465694898215632,1,1,0.029757819776815374,1,0.2,0,2
1,2,1,0.35913546117114853,0,0,0.020494635090094415,0,0.0,1,2
0,3,0,0.23347574767529528,0,0,0.015923941091001644,0,0.0,1,2
1,3,1,0.20834380497612465,4,2,0.015468569817999833,0,0.6,0,1
0,3,0,0.32143754712239253,2,0,0.016908073949327893,0,0.2,0,2
0,2,0,0.39683337521990447,0,0,0.020494635090094415,0,0.0,1,2
0,3,1,0.19577783362653933,5,2,0.09154270340242172,0,0.7,0,1
0,2,0,0.2586076903744659,0,0,0.1434624456306609,0,0.0,1,2
0,3,0,0.32143754712239253,1,0,0.028212719478023115,1,0.1,0,2
1,3,0,0.39683337521990447,0,0,0.11027245763075773,0,0.0,1,2
0,3,0,0.3088715757728072,0,0,0.014931805565640218,0,0.0,1,2
0,3,0,0.3465694898215632,0,0,0.015411575213749284,0,0.0,1,2
0,3,0,0.3465694898215632,0,0,0.015712553569072387,0,0.0,1,2
1,2,0,0.005152048253329982,0,2,0.056604230248832196,0,0.2,0,0
1,3,1,0.37170143252073384,0,0,0.024349578357040744,0,0.0,1,2
0,3,0,0.2711736617240513,0,0,0.017566830077223785,0,0.0,1,2
1,3,0,0.35913546117114853,0,0,0.018542765081513996,0,0.0,1,2
1,3,1,0.3465694898215632,0,0,0.015200187691820024,2,0.0,1,2
0,1,0,0.3465694898215632,0,0,0.09193307740413781,0,0.0,1,2
1,2,1,0.20834380497612465,0,0,0.020494635090094415,0,0.0,1,1
1,3,1,0.4093993465694898,3,0,0.030937139635999665,0,0.3,0,2
0,3,0,0.19577783362653933,1,3,0.06709553154495196,0,0.4,0,1
0,3,0,0.3465694898215632,0,0,0.015712553569072387,0,0.0,1,2
1,1,1,0.2837396330736366,3,2,0.5133418122566505,0,0.5,0,2
0,3,0,0.2963056044232219,0,0,0.015712553569072387,0,0.0,1,2
0,3,0,0.35913546117114853,0,0,0.015712553569072387,0,0.0,1,2
0,3,0,0.24604171902488062,0,0,0.015330377421392339,0,0.0,1,2
0,1,0,0.572756974114099,1,0,0.11940564777490723,0,0.1,0,3
0,3,0,0.32143754712239253,1,2,0.04015972542654215,0,0.3,0,2
0,3,0,0.7361146016587082,0,0,0.014151057562208049,0,0.0,1,3
0,3,0,0.3465694898215632,0,0,0.015712553569072387,0,0.0,1,2
0,1,0,0.8869062578537321,0,0,0.06764049365134761,1,0.0,1,4
1,1,0,0.2837396330736366,0,1,0.12366716556464086,1,0.1,0,2
1,2,1,0.42196531791907516,0,1,0.04489301019734967,0,0.1,0,2
0,2,0,0.42196531791907516,1,0,0.050748620223090936,0,0.1,0,2
0,3,1,0.3465694898215632,0,0,0.015411575213749284,0,0.0,1,2
0,3,0,0.3465694898215632,0,0,0.015411575213749284,0,0.0,1,2
0,1,0,0.2586076903744659,0,1,0.15085515328815924,0,0.1,0,2
0,3,0,0.4093993465694898,0,0,0.016891873428256675,0,0.0,1,2
0,3,0,0.4596632319678311,2,0,0.015468569817999833,0,0.2,0,3
0,3,0,0.3465694898215632,0,0,0.015411575213749284,0,0.0,1,2
1,3,1,0.2586076903744659,0,0,0.014931805565640218,0,0.0,1,2
1,3,0,0.3465694898215632,0,0,0.015175789316712771,0,0.0,1,2
0,3,0,0.4722292033174164,0,0,0.015411575213749284,0,0.0,1,3
1,3,1,0.3465694898215632,1,0,0.04713766070721715,2,0.1,0,2
0,1,0,0.5853229454636844,0,0,0.10149724044618187,0,0.0,1,3
0,3,1,0.17692887660216136,1,0,0.028212719478023115,1,0.1,0,1
0,3,0,0.2711736617240513,0,0,0.015712553569072387,0,0.0,1,2
0,3,1,0.24604171902488062,1,0,0.019177122834302632,0,0.1,0,2
0,3,1,0.20834380497612465,0,0,0.028220722145058292,1,0.0,1,1
0,3,0,0.2586076903744659,0,0,0.015468569817999833,0,0.0,1,2
0,3,0,0.8806232721789394,0,0,0.015126992566498259,2,0.0,1,4
0,2,0,0.35913546117114853,1,0,0.04098927018018883,0,0.1,0,2
0,1,0,0.2963056044232219,0,1,0.4831284260198326,1,0.1,0,2
0,3,1,0.01985423473234481,4,2,0.06104473451835265,0,0.6,0,0
0,2,0,0.2586076903744659,2,0,0.1434624456306609,0,0.2,0,2
0,3,0,0.3465694898215632,0,0,0.015712553569072387,0,0.0,1,2
0,2,0,0.40311636089469716,1,0,0.058694292654020104,1,0.1,0,2
1,2,1,0.40311636089469716,0,0,0.025374310111545468,0,0.0,1,2
0,1,0,0.6732847449107816,0,1,0.15085515328815924,0,0.1,0,3
1,3,0,0.14551394822819805,1,0,0.021942337075458514,1,0.1,0,0
0,3,0,0.3465694898215632,0,0,0.015126992566498259,2,0.0,1,2
1,3,0,0.2963056044232219,0,0,0.01393967004027879,0,0.0,1,2
1,3,1,0.3465694898215632,1,1,0.04364049521284361,1,0.2,0,2
0,3,0,0.5601910027645137,0,0,0.013614293309848433,0,0.0,1,3
0,3,0,0.4093993465694898,0,0,0.015411575213749284,1,0.0,1,2
0,3,0,0.24604171902488062,0,0,0.013760683560491965,0,0.0,1,2
0,3,1,0.5853229454636844,1,0,0.028302115124416098,0,0.1,0,3
1,2,1,0.35913546117114853,1,0,0.050748620223090936,0,0.1,0,2
0,2,0,0.3088715757728072,0,0,0.025374310111545468,0,0.0,1,2
0,2,0,0.2837396330736366,0,0,0.02936744577509929,1,0.0,1,2
1,1,1,0.23347574767529528,0,2,0.051301584996521765,0,0.2,0,2
0,1,0,0.4596632319678311,1,0,0.10364429745562033,0,0.1,0,3
0,3,0,0.19577783362653933,0,0,0.01798980030808316,0,0.0,1,1
0,1,0,0.2963056044232219,0,0,0.15458810467956932,1,0.0,1,2
0,3,1,0.3465694898215632,0,2,0.029757819776815374,1,0.2,0,2
1,3,1,0.2711736617240513,0,0,0.015126992566498259,0,0.0,1,2
1,3,1,0.2963056044232219,1,0,0.030937139635999665,0,0.1,0,2
0,3,0,0.23347574767529528,0,0,0.013175122557917838,2,0.0,1,2
0,2,0,0.22090977632570996,0,0,0.022446505098674834,0,0.0,1,1
0,2,0,0.23347574767529528,1,1,0.07173122281533045,0,0.2,0,2
1,3,0,0.33400351847197784,0,0,0.015216388212891242,0,0.0,1,2
0,3,1,0.10781603417944208,2,2,0.06709553154495196,0,0.4,0,0
0,2,0,0.4533802462930384,0,2,0.050748620223090936,0,0.2,0,3
0,2,0,0.5224930887157577,0,0,0.025374310111545468,0,0.0,1,3
0,2,0,0.6355868308620256,0,0,0.02444717185746977,0,0.0,1,3
1,1,1,0.2711736617240513,1,0,0.12999454257145598,0,0.1,0,2
0,3,0,0.6921337019351596,0,0,0.015712553569072387,0,0.0,1,3
0,3,0,0.5036441316913798,0,2,0.028302115124416098,0,0.2,0,3
0,3,0,0.3465694898215632,0,0,0.014273049437744325,0,0.0,1,2
0,1,0,0.6355868308620256,0,1,0.11980421963065935,1,0.1,0,3
1,3,1,0.19577783362653933,0,0,0.015094396337354966,2,0.0,1,1
0,3,0,0.37170143252073384,0,0,0.015712553569072387,0,0.0,1,2
0,3,0,0.3465694898215632,0,0,0.016908073949327893,0,0.0,1,2
0,3,0,0.3465694898215632,8,2,0.13575255909676823,0,1.0,0,2
0,3,0,0.5476250314149284,0,1,0.031425107138144774,0,0.1,0,3
1,2,1,0.4973611460165871,0,0,0.030741952635141623,0,0.0,1,3
0,3,0,0.32143754712239253,0,0,0.015175789316712771,0,0.0,1,2
0,3,0,0.20834380497612465,0,0,0.016908073949327893,0,0.0,1,1
0,3,0,0.007288263382759489,4,1,0.07746484096553544,0,0.5,0,0
1,3,0,0.10781603417944208,0,2,0.04006213192611313,0,0.2,0,0
1,1,1,0.3465694898215632,0,1,0.10735285047192313,0,0.1,0,2
0,3,1,0.5601910027645137,1,4,0.05445717323939373,0,0.5,0,3
0,1,0,0.3465694898215632,0,0,0.050602229972447406,0,0.0,1,2
0,3,0,0.3465694898215632,0,0,0.11027245763075773,0,0.0,1,2
0,1,0,0.7612465443578789,0,0,0.06538764528744409,0,0.0,1,4
0,3,0,0.04498617743151546,4,1,0.056848213999904744,2,0.5,0,0
1,3,1,0.007288263382759489,1,1,0.021730754366528396,0,0.2,0,0
0,3,0,0.2586076903744659,0,0,0.015468569817999833,0,0.0,1,2
0,1,0,0.6984166876099522,0,0,0.05991421140938287,1,0.0,1,3
0,3,0,0.22090977632570996,1,1,0.015330377421392339,0,0.2,0,1
0,3,0,0.3465694898215632,3,1,0.04970768794751499,0,0.4,0,2
0,1,1,0.6230208595124404,0,0,0.05604306762136532,1,0.0,1,3
0,2,0,0.37170143252073384,0,0,0.025374310111545468,0,0.0,1,2
0,3,0,0.4470972606182458,0,0,0.0,0,0.0,1,3
0,3,1,0.3465694898215632,8,2,0.13575255909676823,0,1.0,0,2
0,2,0,0.3465694898215632,0,0,0.02937564362913533,1,0.0,1,2
0,3,0,0.10781603417944208,4,2,0.061264319894317944,0,0.6,0,0
1,2,0,0.007288263382759489,2,1,0.0761229303346364,0,0.3,0,0
1,3,1,0.04498617743151546,0,2,0.04298993693898376,0,0.2,0,0
0,1,0,0.3465694898215632,0,0,0.09759350042902103,0,0.0,1,2
1,3,1,0.3465694898215632,1,0,0.030253985132996517,2,0.1,0,2
1,1,0,0.5601910027645137,0,0,0.051822148727810165,0,0.0,1,3
0,3,0,0.4973611460165871,1,1,0.030253985132996517,2,0.2,0,3
0,3,0,0.4470972606182458,0,0,0.015411575213749284,0,0.0,1,3
1,2,1,0.39683337521990447,0,0,0.025374310111545468,0,0.0,1,2
0,2,0,0.23347574767529528,0,0,0.025374310111545468,0,0.0,1,2
1,3,1,0.23347574767529528,1,0,0.015330377421392339,0,0.1,0,2
1,2,0,0.032420206081930136,1,1,0.050748620223090936,0,0.2,0,0
1,1,1,0.5476250314149284,0,0,0.05410739813385612,1,0.0,1,3
1,1,1,0.7235486303091229,0,0,0.2859895551532101,1,0.0,1,3
0,3,0,0.3465694898215632,0,0,0.015126992566498259,2,0.0,1,2
0,3,0,0.5224930887157577,0,1,0.01640390592611157,0,0.1,0,3
1,3,1,0.3465694898215632,0,0,0.015126992566498259,2,0.0,1,2
0,2,1,0.2963056044232219,0,0,0.025374310111545468,0,0.0,1,2
0,3,0,0.3465694898215632,0,0,0.018542765081513996,0,0.0,1,2
0,3,0,0.3465694898215632,8,2,0.13575255909676823,0,1.0,0,2
0,3,0,0.42196531791907516,0,0,0.012678957201736696,0,0.0,1,2
0,3,0,0.5664739884393063,0,0,0.014102260811993537,1,0.0,1,3
1,3,0,0.22090977632570996,0,0,0.015712553569072387,0,0.0,1,1
0,3,1,0.01985423473234481,0,1,0.02042143996477265,0,0.1,0,0
0,3,0,0.39683337521990447,1,0,0.030937139635999665,0,0.1,0,2
1,3,0,0.32143754712239253,0,0,0.036670757786204655,1,0.0,1,2
1,3,1,0.19577783362653933,0,0,0.015126992566498259,2,0.0,1,1
1,1,0,0.4973611460165871,0,0,0.060507970265993034,1,0.0,1,3
0,3,0,0.2963056044232219,0,0,0.013760683560491965,0,0.0,1,2
1,2,1,0.43453128926866047,0,0,0.04098927018018883,0,0.0,1,2
0,3,0,0.2711736617240513,0,0,0.014151057562208049,0,0.0,1,2
0,2,0,0.37170143252073384,0,0,0.025374310111545468,0,0.0,1,2
0,3,0,0.3465694898215632,1,0,0.015126992566498259,2,0.1,0,2
1,1,1,0.38426740387031916,1,0,0.22109807522194713,1,0.1,0,2
1,3,1,0.33400351847197784,0,0,0.015468569817999833,0,0.0,1,2
0,2,0,0.5224930887157577,1,0,0.05270049023167135,0,0.1,0,3
1,1,1,0.39683337521990447,0,0,0.14891148113361488,1,0.0,1,2
0,2,0,0.37170143252073384,0,0,0.020494635090094415,0,0.0,1,2
1,3,0,0.19577783362653933,0,0,0.015712553569072387,0,0.0,1,1
0,2,0,0.33400351847197784,0,0,0.025374310111545468,0,0.0,1,2
0,3,0,0.6355868308620256,0,0,0.015712553569072387,0,0.0,1,3
0,3,0,0.3465694898215632,0,0,0.015411575213749284,0,0.0,1,2
1,1,0,0.4722292033174164,1,0,0.17566830077223786,0,0.1,0,3
0,3,0,0.2711736617240513,0,0,0.01824998458022693,0,0.0,1,2
1,2,0,0.23347574767529528,0,0,0.020494635090094415,0,0.0,1,2
0,3,0,0.2523247046996733,0,0,0.014151057562208049,0,0.0,1,2
0,2,0,0.22090977632570996,0,0,0.025374310111545468,0,0.0,1,1
0,3,1,0.3465694898215632,3,1,0.04970768794751499,0,0.4,0,2
1,1,1,0.43453128926866047,1,0,0.16293234896625058,0,0.1,0,2
0,3,0,0.35913546117114853,0,0,0.015175789316712771,0,0.0,1,2
0,2,0,0.7361146016587082,0,0,0.026350245115835676,0,0.0,1,3
1,3,1,0.05755214878110078,4,2,0.061264319894317944,0,0.6,0,0
0,2,0,0.2963056044232219,0,0,0.020494635090094415,0,0.0,1,2
0,3,1,0.3465694898215632,0,0,0.014736618564782174,0,0.0,1,2
0,2,0,0.5476250314149284,1,0,0.050748620223090936,0,0.1,0,3
1,2,1,0.09525006282985675,0,2,0.05123658772523604,0,0.2,0,0
0,2,0,0.23347574767529528,0,0,0.020494635090094415,0,0.0,1,2
0,2,0,0.4093993465694898,0,0,0.023959204355324663,0,0.0,1,2
0,3,1,0.3465694898215632,1,0,0.028212719478023115,1,0.1,0,2
1,3,1,0.3465694898215632,1,0,0.030253985132996517,2,0.1,0,2
0,2,0,0.35913546117114853,0,0,0.020494635090094415,0,0.0,1,2
0,3,0,0.2711736617240513,0,0,0.013907073811135496,0,0.0,1,2
0,3,0,0.37170143252073384,0,0,0.014102260811993537,1,0.0,1,2
0,1,0,0.5476250314149284,2,0,0.17566830077223786,2,0.2,0,3
0,3,1,0.3088715757728072,0,0,0.015175789316712771,0,0.0,1,2
1,2,1,0.2963056044232219,0,2,0.028302115124416098,0,0.2,0,2
1,1,0,0.4596632319678311,1,1,0.10257896680493714,0,0.2,0,3
0,2,0,0.6732847449107816,1,0,0.050748620223090936,0,0.1,0,3
0,3,0,0.3465694898215632,0,0,0.014151057562208049,0,0.0,1,2
0,3,1,0.35913546117114853,1,1,0.02042143996477265,0,0.2,0,2
0,1,0,0.7738125157074642,0,0,0.051822148727810165,0,0.0,1,4
0,3,0,0.37170143252073384,1,0,0.031425107138144774,0,0.1,0,2
0,3,1,0.5099271173661724,0,2,0.039452172548431745,0,0.2,0,3
1,3,1,0.35913546117114853,0,2,0.029757819776815374,1,0.2,0,2
1,1,1,0.3465694898215632,0,0,0.15458810467956932,1,0.0,1,2
1,1,1,0.37170143252073384,0,0,0.16883675574220638,0,0.0,1,2
1,1,1,0.43453128926866047,0,0,1.0,1,0.0,1,2
1,2,1,0.6230208595124404,0,1,0.050748620223090936,0,0.1,0,3
0,3,0,0.3465694898215632,0,0,0.015126992566498259,2,0.0,1,2
1,3,0,0.032420206081930136,4,2,0.061264319894317944,0,0.6,0,0
0,1,0,0.648152802211611,1,1,0.1554664461834305,0,0.2,0,3
0,1,0,0.4973611460165871,0,0,0.0,0,0.0,1,3
0,3,1,0.3465694898215632,0,0,0.015126992566498259,2,0.0,1,2
0,2,0,0.4470972606182458,0,0,0.020494635090094415,0,0.0,1,3
0,3,0,0.19577783362653933,4,1,0.07746484096553544,0,0.5,0,1
1,3,0,0.3088715757728072,1,0,0.015175789316712771,0,0.1,0,2
1,1,1,0.7235486303091229,0,1,0.2995388511917728,0,0.1,0,3
1,1,1,0.43453128926866047,0,0,0.2647385704347907,0,0.0,1,2
0,1,0,0.3465694898215632,0,0,0.060507970265993034,0,0.0,1,2
1,3,0,0.3088715757728072,0,0,0.0,0,0.0,1,2
1,2,1,0.5099271173661724,0,1,0.0380614651673182,0,0.1,0,3
0,1,0,0.4596632319678311,0,1,0.057970539254838485,1,0.1,0,3
1,3,1,0.3465694898215632,0,0,0.015126992566498259,2,0.0,1,2
1,1,1,0.7863784870570495,1,0,0.15216446768991498,0,0.1,0,4
0,3,1,0.5601910027645137,0,0,0.015126992566498259,0,0.0,1,3
0,2,0,0.3465694898215632,0,0,0.0,0,0.0,1,2
0,3,0,0.08268409148027142,4,1,0.056848213999904744,2,0.5,0,0
1,3,1,0.43453128926866047,1,1,0.03952536767375352,0,0.2,0,2
0,3,0,0.8115104297562201,0,0,0.015126992566498259,2,0.0,1,4
0,3,0,0.3465694898215632,0,0,0.015330377421392339,0,0.0,1,2
0,3,0,0.19577783362653933,0,0,0.018542765081513996,0,0.0,1,1
1,3,0,0.23347574767529528,0,0,0.015712553569072387,0,0.0,1,2
0,1,0,0.3465694898215632,0,0,0.050748620223090936,0,0.0,1,2
0,3,0,0.4093993465694898,0,0,0.016908073949327893,1,0.0,1,2
1,3,0,0.37170143252073384,0,0,0.018542765081513996,0,0.0,1,2
0,3,0,0.2711736617240513,0,0,0.015411575213749284,0,0.0,1,2
1,2,0,0.5224930887157577,0,0,0.025374310111545468,0,0.0,1,3
1,3,1,0.2711736617240513,0,0,0.015126992566498259,2,0.0,1,2
1,1,1,0.32143754712239253,0,0,0.15390495017656614,0,0.0,1,2
1,1,1,0.23347574767529528,1,0,0.17777475888549785,1,0.1,0,2
0,2,0,0.4470972606182458,0,0,0.025130326360472913,1,0.0,1,3
0,3,1,0.2963056044232219,0,0,0.01727404957593672,0,0.0,1,2
0,3,0,0.2963056044232219,0,0,0.015411575213749284,0,0.0,1,2
0,1,0,0.3465694898215632,0,0,0.05410739813385612,1,0.0,1,2
0,3,0,0.2900226187484292,0,0,0.014110458666029575,1,0.0,1,2
0,1,1,0.01985423473234481,1,2,0.29580589980036276,0,0.3,0,0
1,1,0,0.3465694898215632,0,0,0.05953203526170282,0,0.0,1,2
1,1,1,0.6230208595124404,0,1,0.4831284260198326,1,0.1,0,3
1,3,1,0.3465694898215632,0,0,0.015126992566498259,2,0.0,1,2
1,3,0,0.3465694898215632,2,0,0.04538097769949478,2,0.2,0,2
0,3,0,0.23347574767529528,0,0,0.0,0,0.0,1,2
1,2,1,0.3465694898215632,0,0,0.024105594605968193,2,0.0,1,2
0,3,0,0.3465694898215632,0,0,0.015712553569072387,0,0.0,1,2
1,1,0,0.0062829856747926615,1,2,0.29580589980036276,0,0.3,0,0
1,1,1,0.3465694898215632,0,0,0.21642978772242535,1,0.0,1,2
1,1,1,0.20834380497612465,1,0,0.2125586439344078,1,0.1,0,1
0,2,0,0.37170143252073384,1,0,0.04684488020593009,1,0.1,0,2
1,1,1,0.37170143252073384,0,0,0.11111839809247648,1,0.0,1,2
1,1,1,0.2963056044232219,0,0,0.16231419173453318,1,0.0,1,2
1,1,1,0.22090977632570996,2,2,0.5121218935012878,1,0.4,0,1
0,2,1,0.32143754712239253,1,1,0.050748620223090936,0,0.2,0,2
0,3,0,0.3465694898215632,0,0,0.015411575213749284,0,0.0,1,2
0,2,0,0.5350590600653431,1,1,0.05123658772523604,0,0.2,0,3
1,3,1,0.32143754712239253,0,0,0.015330377421392339,0,0.0,1,2
1,2,1,0.2963056044232219,1,0,0.050748620223090936,0,0.1,0,2
0,2,0,0.6732847449107816,0,0,0.027326180120125887,0,0.0,1,3
1,1,1,0.38426740387031916,0,2,0.32179836714362564,0,0.2,0,2
1,1,1,0.4973611460165871,1,1,0.2625265161540666,1,0.2,0,3
0,3,0,0.2711736617240513,0,0,0.014151057562208049,0,0.0,1,2
0,3,0,0.33400351847197784,0,0,0.015411575213749284,0,0.0,1,2
1,2,1,0.37170143252073384,0,0,0.024105594605968193,2,0.0,1,2
1,2,1,0.2711736617240513,1,1,0.056604230248832196,0,0.2,0,2
0,3,0,0.3465694898215632,8,2,0.13575255909676823,0,1.0,0,2
1,1,1,0.4470972606182458,0,0,0.2647385704347907,1,0.0,1,3
0,3,0,0.7612465443578789,0,0,0.012174789178520372,0,0.0,1,4
1,2,1,0.4470972606182458,0,0,0.025374310111545468,0,0.0,1,3
1,3,1,0.38426740387031916,1,1,0.04006213192611313,0,0.2,0,2
1,1,1,0.19577783362653933,0,1,0.11316786160148591,1,0.1,0,1
1,3,1,0.3465694898215632,2,0,0.04538097769949478,2,0.2,0,2
0,1,0,0.5664739884393063,0,0,0.055628295244541985,0,0.0,1,3
0,1,0,0.4722292033174164,0,1,0.2995388511917728,0,0.1,0,3
0,3,0,0.19577783362653933,2,0,0.03513366015444757,0,0.2,0,1
1,1,1,0.3465694898215632,1,0,0.2608674266467732,0,0.1,0,2
0,3,0,0.3465694898215632,0,0,0.015411575213749284,0,0.0,1,2
0,1,0,0.35913546117114853,1,0,0.12999454257145598,0,0.1,0,2
1,1,1,0.5099271173661724,0,0,0.2625265161540666,1,0.0,1,3
1,3,0,0.5601910027645137,0,0,0.015712553569072387,0,0.0,1,3
0,1,0,0.5601910027645137,0,0,0.06929138530460492,0,0.0,1,3
1,2,0,0.01985423473234481,1,1,0.050748620223090936,0,0.2,0,0
1,1,1,0.2963056044232219,3,2,0.5133418122566505,0,0.5,0,2
0,2,0,0.3465694898215632,0,0,0.025374310111545468,0,0.0,1,2
0,2,0,0.3088715757728072,0,0,0.025374310111545468,0,0.0,1,2
0,2,0,0.4470972606182458,0,0,0.025374310111545468,0,0.0,1,3
1,2,1,0.2963056044232219,0,0,0.025374310111545468,0,0.0,1,2
1,2,1,0.4973611460165871,0,0,0.025374310111545468,0,0.0,1,3
1,3,1,0.3465694898215632,1,0,0.031425107138144774,0,0.1,0,2
1,3,0,0.032420206081930136,1,1,0.031034733136428686,0,0.2,0,0
0,3,0,0.5224930887157577,0,0,0.016908073949327893,0,0.0,1,3
0,3,0,0.2837396330736366,0,0,0.01800600082915438,0,0.0,1,2
0,1,0,0.3465694898215632,0,0,0.06831545030031472,0,0.0,1,2
0,3,0,0.18321186227695402,1,1,0.014110458666029575,1,0.2,0,1
0,3,0,0.3088715757728072,1,0,0.034743286152731485,0,0.1,0,2
0,3,0,0.3465694898215632,0,0,0.014102260811993537,1,0.0,1,2
0,3,0,0.3465694898215632,0,0,0.018542765081513996,0,0.0,1,2
1,1,1,0.2711736617240513,0,1,0.10735285047192313,0,0.1,0,2
0,2,1,0.4722292033174164,0,0,0.025374310111545468,0,0.0,1,3
1,3,1,0.3465694898215632,0,0,0.01537917417160685,2,0.0,1,2
1,3,1,0.3465694898215632,0,0,0.01537917417160685,2,0.0,1,2
0,3,0,0.4973611460165871,1,4,0.05445717323939373,0,0.5,0,3
0,2,0,0.35913546117114853,1,0,0.05410739813385612,1,0.1,0,2
0,3,1,0.5601910027645137,0,1,0.028212719478023115,1,0.1,0,3
0,3,0,0.43453128926866047,0,0,0.013760683560491965,0,0.0,1,2
0,3,0,0.3465694898215632,1,0,0.030253985132996517,2,0.1,0,2
0,3,0,0.37170143252073384,0,0,0.014151057562208049,0,0.0,1,2
